loan_amount,income,Credit_Score,age
266500,4800.0,838,25-34
146500,4140.0,780,35-44
566500,13380.0,518,35-44
206500,6480.0,525,55-64
326500,10500.0,699,45-54
196500,2760.0,594,55-64
296500,7920.0,804,35-44
76500,4980.0,551,45-54
806500,30180.0,640,55-64
176500,4200.0,575,25-34
226500,,760,35-44
226500,13080.0,853,55-64
296500,,672,25-34
176500,,651,55-64
526500,12000.0,518,45-54
236500,5580.0,559,55-64
446500,10200.0,628,25-34
166500,5220.0,552,55-64
236500,3000.0,556,55-64
286500,4500.0,653,25-34
246500,6600.0,730,45-54
726500,10740.0,551,55-64
446500,8280.0,539,35-44
316500,10740.0,734,<25
96500,18240.0,773,>74
166500,3540.0,547,35-44
606500,10800.0,890,35-44
176500,4980.0,622,55-64
346500,13980.0,771,45-54
236500,4560.0,612,55-64
86500,3180.0,803,55-64
466500,,633,35-44
226500,9900.0,568,55-64
376500,3120.0,874,65-74
486500,16740.0,586,55-64
206500,7800.0,682,>74
196500,4980.0,618,45-54
276500,7320.0,878,55-64
206500,5280.0,875,35-44
146500,,634,65-74
426500,5760.0,652,35-44
226500,10860.0,872,35-44
296500,5760.0,527,65-74
86500,1380.0,779,65-74
306500,9540.0,662,>74
606500,8280.0,562,25-34
696500,7140.0,752,35-44
286500,,756,55-64
256500,7860.0,655,45-54
626500,10680.0,763,45-54
496500,4620.0,678,35-44
186500,2220.0,725,65-74
216500,3300.0,854,45-54
406500,6900.0,732,45-54
236500,2520.0,627,65-74
576500,40200.0,783,35-44
126500,10320.0,723,45-54
266500,4020.0,617,65-74
396500,7200.0,714,35-44
426500,5700.0,829,25-34
306500,8400.0,772,25-34
156500,5520.0,765,35-44
106500,25140.0,590,45-54
376500,5220.0,706,65-74
126500,1740.0,522,55-64
446500,9720.0,889,45-54
96500,2880.0,826,65-74
476500,10560.0,886,35-44
406500,5760.0,744,35-44
796500,,794,35-44
276500,9900.0,899,35-44
266500,2940.0,705,55-64
126500,2760.0,512,25-34
686500,11640.0,758,35-44
626500,15480.0,569,35-44
196500,6300.0,755,45-54
606500,7980.0,831,45-54
276500,3780.0,691,55-64
246500,6000.0,749,65-74
206500,9780.0,754,35-44
256500,7500.0,524,65-74
386500,6480.0,558,25-34
196500,,555,45-54
126500,4560.0,833,25-34
196500,4440.0,804,65-74
486500,7260.0,613,35-44
366500,5940.0,856,45-54
366500,9900.0,860,<25
286500,3000.0,598,55-64
326500,,695,35-44
106500,3540.0,572,65-74
216500,10560.0,702,45-54
356500,4680.0,633,65-74
366500,7980.0,509,45-54
576500,8160.0,686,35-44
206500,3480.0,822,>74
676500,11280.0,787,35-44
546500,10620.0,792,35-44
106500,2220.0,772,45-54
566500,21240.0,563,45-54
206500,7860.0,883,65-74
296500,4680.0,536,45-54
296500,7680.0,787,25-34
196500,2220.0,895,>74
526500,5640.0,562,55-64
316500,3060.0,715,>74
476500,6360.0,574,35-44
296500,6300.0,623,35-44
646500,7200.0,527,25-34
356500,5700.0,562,55-64
146500,3300.0,761,45-54
266500,3780.0,662,25-34
356500,13560.0,675,55-64
116500,1800.0,868,45-54
306500,3900.0,890,55-64
306500,4800.0,711,35-44
326500,,566,25-34
136500,8880.0,747,55-64
216500,7320.0,699,55-64
216500,7860.0,741,35-44
266500,3840.0,526,55-64
276500,4200.0,854,45-54
646500,13620.0,837,35-44
216500,2760.0,731,55-64
226500,4140.0,829,65-74
486500,9000.0,842,35-44
446500,6720.0,633,55-64
366500,7860.0,621,35-44
146500,2880.0,531,45-54
276500,2760.0,678,25-34
226500,2460.0,671,45-54
406500,8640.0,658,25-34
446500,,513,65-74
96500,1080.0,795,35-44
216500,4800.0,724,55-64
126500,3300.0,604,65-74
416500,5580.0,818,65-74
606500,10800.0,616,45-54
606500,15540.0,722,45-54
376500,0.0,722,25-34
206500,4440.0,581,65-74
56500,2520.0,710,35-44
226500,6840.0,556,55-64
556500,11280.0,786,35-44
286500,4620.0,595,45-54
236500,,644,<25
546500,6660.0,866,25-34
156500,2820.0,834,65-74
456500,8460.0,674,35-44
706500,14580.0,822,45-54
126500,2820.0,735,65-74
366500,5460.0,564,35-44
226500,5400.0,512,25-34
196500,3960.0,705,65-74
186500,6660.0,527,45-54
416500,10500.0,554,45-54
566500,8940.0,614,55-64
466500,7140.0,704,25-34
446500,10620.0,640,25-34
86500,2400.0,867,65-74
206500,6660.0,600,55-64
346500,3780.0,675,25-34
116500,8640.0,646,55-64
666500,6900.0,827,65-74
476500,16200.0,763,25-34
256500,5340.0,684,35-44
426500,8220.0,671,55-64
376500,5160.0,670,45-54
386500,6600.0,633,35-44
256500,3660.0,758,55-64
436500,8760.0,642,45-54
676500,,633,35-44
306500,5640.0,633,25-34
106500,1860.0,517,25-34
156500,4320.0,521,55-64
1326500,28860.0,662,45-54
356500,6480.0,818,35-44
126500,3540.0,609,55-64
126500,1980.0,756,65-74
436500,10800.0,565,25-34
556500,3420.0,691,55-64
216500,6420.0,645,55-64
326500,4740.0,706,35-44
186500,8520.0,515,35-44
336500,2940.0,785,55-64
66500,2580.0,742,25-34
256500,3900.0,599,55-64
86500,1740.0,557,25-34
486500,7260.0,601,45-54
216500,3180.0,699,45-54
546500,16080.0,896,65-74
206500,9120.0,536,45-54
296500,3240.0,649,25-34
826500,17220.0,617,65-74
256500,4200.0,828,45-54
176500,4800.0,879,35-44
126500,2820.0,746,55-64
286500,3900.0,890,55-64
306500,4500.0,799,25-34
596500,13860.0,625,35-44
776500,37200.0,540,65-74
206500,4980.0,642,45-54
216500,15000.0,608,45-54
676500,8280.0,891,>74
106500,1680.0,600,55-64
296500,,797,45-54
406500,7440.0,530,35-44
336500,10500.0,864,25-34
106500,11100.0,684,55-64
286500,3240.0,787,25-34
106500,2880.0,558,65-74
486500,23040.0,649,45-54
276500,7920.0,856,25-34
286500,3660.0,668,65-74
156500,14520.0,847,55-64
466500,8280.0,513,65-74
646500,13980.0,525,25-34
56500,1140.0,675,>74
136500,5880.0,787,55-64
166500,1920.0,671,65-74
436500,7080.0,630,45-54
646500,9060.0,637,35-44
256500,13920.0,748,65-74
326500,8460.0,821,35-44
106500,1740.0,654,65-74
356500,6120.0,690,55-64
176500,5940.0,735,25-34
206500,3600.0,869,>74
226500,5160.0,828,55-64
426500,7560.0,686,45-54
356500,,597,45-54
366500,8400.0,713,65-74
256500,4440.0,809,45-54
306500,12600.0,687,35-44
456500,12000.0,787,55-64
406500,4620.0,765,>74
556500,,637,35-44
436500,19800.0,615,45-54
126500,3960.0,799,55-64
116500,7620.0,725,55-64
246500,4020.0,508,45-54
306500,5640.0,740,25-34
386500,4620.0,728,25-34
486500,10380.0,724,55-64
226500,4980.0,712,25-34
396500,5100.0,897,55-64
276500,6960.0,736,65-74
416500,,785,45-54
206500,3060.0,729,55-64
256500,3120.0,820,35-44
546500,5460.0,552,25-34
416500,6420.0,889,35-44
316500,10080.0,649,45-54
456500,5280.0,789,55-64
476500,23580.0,770,55-64
706500,18000.0,874,45-54
56500,4140.0,566,35-44
216500,3480.0,773,>74
196500,4740.0,610,55-64
476500,7560.0,887,35-44
146500,3360.0,716,25-34
146500,1800.0,590,65-74
656500,67680.0,582,65-74
466500,7500.0,645,45-54
396500,4980.0,766,45-54
126500,9960.0,605,35-44
526500,7380.0,796,45-54
406500,8580.0,632,55-64
486500,24840.0,856,35-44
616500,6540.0,533,45-54
366500,9720.0,765,65-74
116500,1860.0,822,>74
406500,14340.0,561,35-44
96500,2400.0,572,45-54
116500,2280.0,658,25-34
476500,6480.0,780,55-64
356500,3480.0,826,55-64
76500,3420.0,671,55-64
236500,,518,55-64
446500,,561,45-54
246500,3540.0,535,65-74
166500,,839,65-74
446500,5460.0,643,25-34
696500,11640.0,835,45-54
396500,6300.0,571,55-64
586500,7320.0,893,35-44
446500,6540.0,569,55-64
276500,,586,35-44
486500,16980.0,632,55-64
306500,12660.0,559,35-44
416500,7680.0,759,45-54
576500,15900.0,773,45-54
706500,9360.0,871,>74
456500,6720.0,684,55-64
326500,8880.0,667,35-44
136500,6240.0,749,35-44
1396500,11160.0,595,65-74
236500,8340.0,514,45-54
456500,2520.0,637,65-74
546500,5940.0,533,35-44
326500,6600.0,849,55-64
576500,6120.0,615,35-44
646500,11820.0,725,35-44
206500,9240.0,687,65-74
186500,6180.0,609,65-74
526500,9840.0,545,45-54
426500,5220.0,670,45-54
506500,15600.0,766,45-54
96500,2640.0,630,65-74
626500,9600.0,587,35-44
426500,6120.0,730,45-54
216500,3060.0,820,<25
426500,4860.0,646,35-44
486500,8220.0,758,45-54
276500,4620.0,860,35-44
386500,2940.0,603,>74
516500,9600.0,897,45-54
306500,9180.0,531,45-54
346500,4260.0,522,35-44
106500,5460.0,726,45-54
226500,4440.0,581,55-64
436500,10860.0,600,45-54
286500,3840.0,529,55-64
136500,5640.0,729,65-74
446500,10560.0,755,25-34
306500,20280.0,576,65-74
376500,6480.0,550,45-54
346500,23880.0,689,55-64
366500,6480.0,838,45-54
316500,7140.0,747,25-34
296500,5880.0,729,25-34
376500,3420.0,573,55-64
226500,,639,55-64
386500,,676,55-64
456500,7260.0,765,35-44
236500,5160.0,771,55-64
176500,6360.0,751,45-54
326500,5700.0,887,45-54
486500,6180.0,709,25-34
336500,5100.0,825,55-64
96500,1680.0,744,35-44
196500,3900.0,554,55-64
146500,2820.0,862,45-54
86500,,868,45-54
186500,,726,35-44
296500,6540.0,868,55-64
326500,6840.0,879,25-34
96500,2880.0,802,55-64
316500,8640.0,672,25-34
306500,8280.0,716,35-44
66500,2280.0,735,45-54
376500,5460.0,520,25-34
236500,12000.0,853,45-54
456500,4860.0,602,25-34
316500,6840.0,787,25-34
326500,25560.0,857,35-44
146500,,521,55-64
586500,5400.0,561,45-54
166500,3300.0,601,55-64
166500,5400.0,749,55-64
626500,16140.0,735,45-54
136500,1560.0,509,45-54
276500,8220.0,616,65-74
176500,1620.0,650,65-74
466500,9900.0,825,45-54
836500,11100.0,886,45-54
236500,3420.0,595,>74
196500,5520.0,589,45-54
286500,8940.0,838,45-54
336500,7200.0,897,35-44
506500,8400.0,678,45-54
86500,1200.0,830,65-74
206500,2460.0,899,65-74
436500,8880.0,505,25-34
136500,3660.0,683,35-44
166500,2880.0,641,35-44
426500,13140.0,734,35-44
76500,2040.0,625,>74
216500,0.0,559,35-44
306500,16980.0,694,55-64
326500,13020.0,835,65-74
446500,4800.0,566,25-34
286500,9180.0,704,35-44
276500,2640.0,767,25-34
626500,10080.0,724,35-44
656500,11340.0,525,25-34
366500,7860.0,836,45-54
666500,10380.0,884,35-44
266500,4920.0,779,35-44
206500,1980.0,511,35-44
156500,2940.0,556,55-64
206500,5100.0,736,65-74
536500,17640.0,823,35-44
206500,3120.0,779,55-64
246500,6480.0,610,65-74
546500,6120.0,597,45-54
86500,1560.0,761,65-74
406500,5760.0,650,>74
486500,5640.0,791,35-44
316500,3900.0,774,45-54
176500,1980.0,804,55-64
186500,,526,>74
136500,6240.0,776,55-64
196500,4740.0,581,55-64
476500,11040.0,897,35-44
346500,10440.0,694,55-64
416500,11940.0,623,25-34
156500,2640.0,513,45-54
496500,11700.0,584,55-64
256500,8580.0,610,45-54
226500,7260.0,767,65-74
726500,14820.0,622,55-64
546500,6420.0,678,55-64
306500,16560.0,569,45-54
186500,1680.0,875,>74
576500,10920.0,822,45-54
446500,10800.0,771,25-34
646500,21180.0,508,45-54
276500,3240.0,859,>74
486500,6060.0,850,25-34
646500,14100.0,713,35-44
126500,2580.0,613,>74
126500,3000.0,726,55-64
146500,,779,25-34
186500,4080.0,541,45-54
516500,12900.0,569,45-54
166500,1740.0,750,25-34
306500,5580.0,826,35-44
136500,6840.0,807,55-64
616500,31740.0,730,35-44
176500,3240.0,825,45-54
276500,12240.0,678,35-44
356500,9000.0,664,45-54
266500,5340.0,802,55-64
216500,6300.0,700,45-54
116500,12180.0,776,35-44
176500,2160.0,586,65-74
176500,3360.0,810,25-34
466500,13740.0,742,55-64
486500,,854,35-44
446500,8100.0,588,45-54
216500,3780.0,816,45-54
286500,7620.0,661,45-54
756500,10320.0,693,35-44
346500,8520.0,675,45-54
166500,2700.0,750,65-74
626500,7920.0,601,35-44
566500,0.0,760,25-34
396500,8880.0,577,35-44
656500,11220.0,510,35-44
246500,3240.0,645,55-64
116500,6960.0,686,65-74
226500,8880.0,896,35-44
136500,2100.0,644,65-74
106500,3780.0,762,45-54
526500,12480.0,683,65-74
266500,,673,55-64
216500,3960.0,876,25-34
366500,13380.0,687,65-74
256500,2820.0,732,35-44
366500,4200.0,800,25-34
236500,6000.0,586,35-44
406500,7680.0,553,>74
156500,5280.0,715,55-64
186500,3660.0,794,65-74
356500,3600.0,606,45-54
526500,8940.0,744,25-34
276500,7920.0,673,35-44
66500,5880.0,592,55-64
516500,11340.0,717,45-54
166500,3900.0,601,55-64
246500,7500.0,704,55-64
276500,9720.0,508,45-54
206500,2580.0,792,65-74
706500,15720.0,847,35-44
316500,7020.0,865,45-54
186500,3960.0,585,45-54
266500,6660.0,667,35-44
116500,2460.0,701,55-64
166500,6900.0,737,45-54
266500,4380.0,562,55-64
256500,,847,55-64
136500,4020.0,564,45-54
526500,17760.0,562,35-44
446500,6600.0,899,35-44
276500,3780.0,802,65-74
206500,4980.0,729,55-64
336500,5280.0,895,35-44
366500,9240.0,874,35-44
236500,5160.0,568,65-74
256500,7920.0,805,45-54
356500,8460.0,733,35-44
256500,4620.0,562,45-54
226500,16680.0,596,45-54
76500,2340.0,667,65-74
336500,5520.0,731,65-74
326500,2640.0,692,55-64
156500,6960.0,660,55-64
246500,3420.0,541,55-64
226500,3900.0,516,55-64
156500,2880.0,691,55-64
316500,6960.0,511,45-54
156500,2160.0,517,55-64
256500,5640.0,554,25-34
336500,4440.0,515,55-64
326500,7500.0,717,35-44
46500,1140.0,592,65-74
206500,10200.0,604,35-44
126500,2820.0,695,35-44
486500,7740.0,535,65-74
306500,8760.0,663,65-74
446500,6540.0,803,45-54
286500,2520.0,842,55-64
266500,6240.0,680,35-44
356500,5880.0,798,45-54
156500,3000.0,737,45-54
426500,0.0,777,25-34
536500,6660.0,828,25-34
206500,4320.0,567,25-34
276500,2940.0,605,>74
206500,2100.0,820,55-64
246500,10320.0,733,55-64
186500,,637,35-44
406500,5220.0,604,45-54
486500,7620.0,806,35-44
466500,7020.0,817,35-44
486500,6960.0,648,35-44
246500,4200.0,871,65-74
476500,6240.0,631,55-64
476500,8220.0,576,25-34
806500,15960.0,784,45-54
316500,5640.0,769,55-64
486500,120.0,502,25-34
716500,9000.0,530,45-54
456500,5580.0,500,25-34
116500,3780.0,815,35-44
206500,,797,55-64
556500,7500.0,699,65-74
256500,6600.0,891,45-54
396500,6060.0,502,45-54
256500,3300.0,770,25-34
106500,4320.0,579,45-54
766500,12780.0,619,45-54
456500,5640.0,881,25-34
326500,,681,65-74
206500,2700.0,825,65-74
566500,5040.0,600,65-74
446500,6120.0,616,45-54
336500,7260.0,890,45-54
136500,,628,45-54
326500,3600.0,762,45-54
216500,6480.0,833,55-64
356500,,846,35-44
176500,8580.0,704,45-54
246500,9900.0,681,35-44
56500,13440.0,531,25-34
526500,4860.0,849,25-34
546500,7500.0,800,25-34
216500,0.0,887,45-54
226500,4140.0,805,65-74
166500,3840.0,825,>74
526500,9180.0,554,25-34
466500,,707,55-64
326500,,805,45-54
656500,3000.0,573,65-74
486500,18660.0,772,25-34
236500,4440.0,837,45-54
146500,,768,35-44
176500,5100.0,611,45-54
366500,10140.0,655,55-64
366500,7140.0,608,35-44
146500,2880.0,578,>74
486500,10140.0,572,45-54
116500,4380.0,823,55-64
136500,7740.0,679,35-44
406500,8580.0,581,65-74
446500,5400.0,857,35-44
966500,11220.0,542,45-54
216500,4620.0,890,25-34
636500,6720.0,833,45-54
396500,20400.0,794,45-54
376500,3900.0,852,45-54
226500,2580.0,820,45-54
376500,5880.0,797,65-74
226500,4800.0,742,45-54
536500,13260.0,852,45-54
216500,,640,55-64
236500,4320.0,835,55-64
156500,5940.0,573,55-64
186500,,877,65-74
206500,5400.0,644,55-64
166500,3060.0,739,35-44
476500,15840.0,651,45-54
256500,10800.0,732,45-54
406500,8400.0,707,35-44
316500,6480.0,883,65-74
486500,9240.0,872,45-54
316500,2580.0,795,65-74
276500,7680.0,773,45-54
686500,13380.0,708,35-44
76500,3060.0,761,55-64
306500,7140.0,722,45-54
236500,3840.0,540,65-74
436500,4620.0,594,35-44
326500,4560.0,684,>74
546500,9060.0,716,35-44
376500,10440.0,874,35-44
426500,,710,45-54
106500,2580.0,648,45-54
106500,4620.0,892,55-64
156500,2160.0,761,45-54
196500,3840.0,599,45-54
216500,3240.0,507,25-34
376500,6000.0,509,45-54
266500,4260.0,539,25-34
226500,4320.0,762,55-64
216500,4680.0,535,35-44
326500,3420.0,645,25-34
196500,5160.0,739,35-44
646500,9480.0,674,35-44
596500,5880.0,671,65-74
236500,3360.0,710,25-34
606500,,581,65-74
456500,6240.0,898,25-34
276500,7320.0,784,35-44
396500,3600.0,805,55-64
156500,4320.0,686,45-54
206500,780.0,808,45-54
226500,3600.0,725,55-64
246500,9000.0,640,25-34
166500,2160.0,695,55-64
476500,11160.0,571,55-64
286500,,570,45-54
726500,16200.0,554,25-34
136500,4740.0,773,45-54
636500,11100.0,737,45-54
486500,9900.0,857,45-54
376500,7080.0,546,25-34
466500,12420.0,587,25-34
606500,9720.0,586,35-44
246500,7860.0,804,25-34
356500,1800.0,834,65-74
296500,5760.0,718,35-44
96500,1440.0,522,65-74
526500,6000.0,821,35-44
416500,12840.0,753,55-64
206500,6600.0,891,55-64
536500,8280.0,823,35-44
396500,7380.0,545,45-54
536500,7020.0,759,35-44
286500,7860.0,854,65-74
386500,4560.0,752,25-34
76500,1680.0,765,45-54
206500,4260.0,807,35-44
156500,1740.0,896,55-64
336500,,891,55-64
476500,13500.0,872,35-44
546500,7440.0,713,45-54
106500,2400.0,736,65-74
76500,1620.0,544,65-74
126500,3360.0,688,45-54
396500,6060.0,797,35-44
116500,1380.0,745,25-34
386500,10140.0,584,35-44
216500,3420.0,697,<25
406500,10800.0,640,45-54
526500,8520.0,593,35-44
476500,14400.0,803,45-54
356500,,820,45-54
546500,8160.0,684,45-54
176500,3240.0,758,55-64
396500,7500.0,588,55-64
136500,1980.0,898,>74
146500,2820.0,525,55-64
276500,4560.0,505,55-64
366500,9480.0,824,35-44
626500,6420.0,876,45-54
186500,2040.0,662,55-64
176500,6000.0,697,35-44
126500,3180.0,823,55-64
326500,17520.0,875,35-44
326500,6600.0,707,35-44
126500,4140.0,691,35-44
396500,74520.0,875,45-54
176500,8520.0,783,45-54
996500,9960.0,513,65-74
236500,5460.0,511,65-74
436500,8940.0,792,35-44
256500,3060.0,898,45-54
386500,5760.0,769,25-34
46500,2880.0,650,>74
626500,9060.0,598,35-44
506500,10800.0,821,35-44
356500,5760.0,510,65-74
136500,2040.0,502,45-54
376500,,787,35-44
136500,1680.0,626,55-64
206500,2820.0,671,65-74
356500,5280.0,740,45-54
446500,,765,35-44
546500,7140.0,898,55-64
426500,4140.0,545,45-54
506500,7980.0,747,45-54
416500,,780,35-44
606500,13800.0,624,35-44
306500,6300.0,890,55-64
396500,6900.0,800,45-54
166500,2580.0,747,>74
236500,4560.0,718,25-34
196500,4020.0,704,65-74
366500,7200.0,681,25-34
226500,4680.0,681,25-34
156500,4020.0,722,45-54
476500,10860.0,701,65-74
276500,5940.0,576,65-74
476500,8520.0,806,35-44
206500,5400.0,611,45-54
96500,2820.0,505,65-74
426500,8520.0,687,35-44
486500,9120.0,516,55-64
296500,,844,25-34
176500,5280.0,549,35-44
116500,2220.0,704,45-54
156500,3420.0,523,65-74
346500,8100.0,683,55-64
486500,8040.0,893,45-54
156500,10980.0,893,55-64
166500,2700.0,603,25-34
216500,5640.0,782,35-44
646500,9780.0,530,25-34
226500,4440.0,788,65-74
666500,8760.0,751,65-74
376500,5520.0,620,65-74
56500,1080.0,761,55-64
226500,3840.0,884,45-54
636500,11820.0,767,35-44
576500,12720.0,500,35-44
146500,3540.0,785,35-44
276500,5760.0,729,55-64
756500,12180.0,552,45-54
486500,14160.0,861,65-74
286500,6120.0,875,55-64
756500,14520.0,752,45-54
256500,5040.0,627,45-54
76500,11100.0,686,35-44
126500,2640.0,516,>74
486500,14280.0,625,45-54
296500,6600.0,600,35-44
356500,9060.0,749,65-74
286500,,565,25-34
636500,12420.0,629,45-54
76500,2820.0,684,45-54
716500,12180.0,894,35-44
336500,9000.0,660,55-64
256500,8280.0,829,35-44
316500,8640.0,530,45-54
106500,6120.0,517,65-74
306500,22140.0,787,35-44
956500,22260.0,646,45-54
166500,2700.0,514,45-54
276500,8700.0,770,35-44
396500,5760.0,874,55-64
206500,5460.0,807,55-64
86500,2400.0,665,65-74
226500,5580.0,501,45-54
206500,4020.0,535,55-64
196500,4920.0,847,65-74
106500,2460.0,885,65-74
206500,5520.0,717,35-44
426500,4020.0,581,65-74
106500,8280.0,607,25-34
126500,2880.0,860,>74
266500,3240.0,697,55-64
416500,12960.0,848,65-74
176500,2580.0,881,55-64
56500,2580.0,734,65-74
186500,1260.0,576,>74
726500,7500.0,847,65-74
256500,4980.0,544,55-64
166500,,595,55-64
206500,3180.0,583,55-64
166500,4200.0,519,55-64
366500,6120.0,690,>74
246500,2400.0,732,45-54
396500,8520.0,739,55-64
296500,3660.0,744,35-44
336500,2220.0,677,>74
156500,8400.0,525,55-64
606500,6660.0,876,35-44
406500,18900.0,533,45-54
386500,4260.0,628,35-44
396500,11280.0,550,35-44
226500,3000.0,680,<25
676500,17400.0,812,35-44
306500,5040.0,696,65-74
186500,4440.0,560,25-34
196500,5460.0,604,35-44
436500,15660.0,715,45-54
596500,11280.0,721,55-64
176500,6300.0,710,55-64
576500,6120.0,568,35-44
396500,6060.0,744,25-34
176500,2940.0,703,55-64
176500,1740.0,709,>74
356500,4020.0,892,25-34
396500,6540.0,808,45-54
186500,4680.0,878,65-74
316500,3960.0,616,65-74
266500,5160.0,692,>74
446500,7740.0,640,35-44
246500,4980.0,861,55-64
126500,3360.0,887,45-54
116500,2400.0,806,<25
366500,,680,55-64
176500,,827,55-64
86500,1620.0,527,<25
156500,5700.0,542,55-64
426500,6900.0,652,45-54
156500,2700.0,760,25-34
176500,4800.0,528,55-64
126500,2820.0,848,45-54
416500,10080.0,768,35-44
406500,82380.0,581,45-54
96500,6000.0,547,55-64
276500,8520.0,713,55-64
286500,6540.0,635,65-74
476500,12240.0,514,55-64
646500,17880.0,720,55-64
566500,8820.0,840,35-44
246500,3300.0,561,25-34
96500,1740.0,712,45-54
536500,8640.0,801,35-44
436500,14160.0,703,55-64
646500,7560.0,644,55-64
526500,8940.0,740,25-34
106500,1440.0,611,35-44
106500,2460.0,758,45-54
276500,5940.0,881,45-54
416500,9840.0,632,35-44
496500,9540.0,761,35-44
296500,4380.0,760,25-34
126500,,869,45-54
276500,4920.0,817,45-54
316500,6720.0,759,45-54
416500,9240.0,854,35-44
486500,14100.0,819,45-54
226500,4020.0,800,25-34
156500,5340.0,626,25-34
606500,12180.0,639,25-34
296500,3120.0,874,25-34
416500,4380.0,697,35-44
336500,3180.0,552,55-64
306500,3780.0,874,25-34
186500,1980.0,632,55-64
376500,4260.0,846,35-44
296500,,832,65-74
336500,7500.0,739,55-64
336500,6120.0,681,45-54
156500,3000.0,790,55-64
346500,3480.0,587,35-44
326500,6900.0,718,35-44
226500,3540.0,738,45-54
186500,3600.0,617,45-54
296500,4200.0,684,55-64
456500,1680.0,882,45-54
286500,5340.0,656,35-44
526500,5340.0,661,25-34
246500,10620.0,706,35-44
146500,4140.0,762,35-44
256500,4980.0,818,<25
106500,2280.0,835,55-64
846500,,850,45-54
196500,3780.0,611,55-64
116500,4140.0,792,25-34
496500,4500.0,789,55-64
446500,6840.0,665,55-64
236500,,536,55-64
76500,1680.0,603,65-74
406500,6420.0,575,65-74
456500,8700.0,591,55-64
106500,1980.0,574,45-54
396500,8340.0,564,35-44
76500,1560.0,801,65-74
686500,11640.0,749,65-74
56500,3060.0,800,55-64
126500,3180.0,590,65-74
216500,4260.0,827,25-34
286500,8100.0,829,65-74
616500,11940.0,548,65-74
466500,,833,55-64
226500,3720.0,571,45-54
86500,6780.0,598,55-64
86500,1320.0,892,65-74
556500,17160.0,632,45-54
406500,6060.0,515,45-54
136500,6900.0,842,65-74
356500,8700.0,654,55-64
136500,2820.0,601,45-54
206500,2520.0,776,35-44
186500,2100.0,818,55-64
366500,4140.0,721,55-64
246500,4200.0,840,55-64
306500,5520.0,764,55-64
396500,7260.0,696,65-74
206500,7260.0,818,55-64
256500,2760.0,574,65-74
426500,7260.0,560,55-64
166500,3120.0,505,55-64
176500,3480.0,629,35-44
286500,5640.0,881,45-54
336500,10620.0,578,55-64
776500,2580.0,768,45-54
606500,9240.0,842,25-34
326500,5940.0,732,35-44
176500,2700.0,653,45-54
206500,6660.0,608,55-64
286500,12900.0,574,45-54
456500,6420.0,732,65-74
336500,5940.0,662,25-34
226500,4740.0,706,45-54
236500,,882,45-54
146500,3600.0,647,25-34
806500,16380.0,718,25-34
296500,,634,35-44
416500,8100.0,825,35-44
486500,9420.0,766,25-34
346500,4920.0,593,55-64
586500,9300.0,684,35-44
406500,,823,45-54
246500,3480.0,644,25-34
316500,4260.0,615,55-64
356500,3900.0,676,45-54
336500,4440.0,574,35-44
696500,0.0,849,55-64
726500,12600.0,665,55-64
246500,2700.0,510,25-34
286500,6060.0,706,35-44
376500,5040.0,590,65-74
426500,3600.0,893,25-34
466500,11880.0,741,55-64
106500,2160.0,812,65-74
486500,4080.0,513,65-74
296500,3960.0,706,35-44
106500,5040.0,584,65-74
236500,3960.0,726,45-54
576500,12060.0,876,45-54
456500,12540.0,646,35-44
356500,9540.0,530,45-54
286500,5040.0,871,65-74
156500,7080.0,656,65-74
386500,5160.0,811,55-64
236500,,689,35-44
166500,1980.0,746,55-64
256500,2640.0,725,35-44
436500,9900.0,641,45-54
296500,8520.0,741,55-64
206500,5640.0,674,25-34
236500,6840.0,567,55-64
346500,7320.0,508,35-44
196500,8160.0,647,35-44
236500,4200.0,543,45-54
246500,3660.0,597,45-54
166500,2640.0,513,25-34
346500,5760.0,768,45-54
266500,6240.0,758,45-54
486500,7380.0,740,35-44
266500,6300.0,756,45-54
126500,3600.0,777,45-54
336500,6000.0,861,45-54
246500,0.0,899,55-64
676500,9600.0,689,35-44
546500,6600.0,859,35-44
436500,10260.0,637,35-44
326500,6480.0,736,45-54
466500,12780.0,873,35-44
206500,4020.0,584,55-64
336500,6660.0,882,65-74
476500,7860.0,650,35-44
96500,1800.0,809,65-74
116500,3420.0,737,65-74
146500,4740.0,683,55-64
436500,3840.0,793,55-64
296500,7200.0,504,35-44
246500,7680.0,598,35-44
906500,120240.0,855,45-54
126500,3600.0,803,55-64
176500,3660.0,838,55-64
156500,2700.0,734,55-64
236500,2460.0,529,45-54
156500,8400.0,875,35-44
456500,8880.0,801,35-44
96500,3960.0,562,25-34
346500,11280.0,746,45-54
526500,7560.0,785,45-54
346500,7020.0,803,55-64
186500,2460.0,686,65-74
446500,11040.0,598,25-34
616500,11940.0,746,45-54
666500,7200.0,541,25-34
816500,15900.0,711,25-34
416500,4380.0,752,45-54
276500,,573,45-54
476500,11220.0,639,65-74
156500,2760.0,887,45-54
266500,7080.0,541,45-54
346500,5220.0,900,55-64
256500,7260.0,633,35-44
146500,2940.0,687,25-34
116500,1860.0,832,>74
346500,,707,25-34
436500,8460.0,554,55-64
226500,3120.0,554,35-44
206500,,835,
106500,23400.0,888,45-54
116500,0.0,873,65-74
186500,3300.0,514,45-54
136500,2400.0,561,65-74
506500,6120.0,723,45-54
186500,2400.0,581,65-74
276500,5220.0,796,45-54
386500,4500.0,514,45-54
236500,,518,55-64
